,time,users
0,2008-12-29 00:00:00.000 UTC,0.0
1,2009-01-05 00:00:00.000 UTC,0.0
2,2009-01-12 00:00:00.000 UTC,0.0
3,2009-01-19 00:00:00.000 UTC,0.0
4,2009-01-26 00:00:00.000 UTC,0.0
5,2009-02-02 00:00:00.000 UTC,3.0
6,2009-02-09 00:00:00.000 UTC,0.0
7,2009-02-16 00:00:00.000 UTC,0.0
8,2009-02-23 00:00:00.000 UTC,0.0
9,2009-03-02 00:00:00.000 UTC,0.0
10,2009-03-09 00:00:00.000 UTC,0.0
11,2009-03-16 00:00:00.000 UTC,0.0
12,2009-03-23 00:00:00.000 UTC,0.0
13,2009-03-30 00:00:00.000 UTC,0.0
14,2009-04-06 00:00:00.000 UTC,0.0
15,2009-04-13 00:00:00.000 UTC,1.0
16,2009-04-20 00:00:00.000 UTC,0.0
17,2009-04-27 00:00:00.000 UTC,1.0
18,2009-05-04 00:00:00.000 UTC,0.0
19,2009-05-11 00:00:00.000 UTC,1.0
20,2009-05-18 00:00:00.000 UTC,0.0
