time,open,high,low,close,SMA #1,SMA #2,SMA #4,Volume,EMA,Histogram,MACD,Signal
1704153600,51.90934431577118,52.51492171571201,51.90934431577118,52.51492171571201,51.753920403627504,52.46427280634632,51.31777946470601,163963815795.7792,51.08728596192824,-0.021461688153697867,-0.39326469856685264,-0.3718030104131548
1704240000,52.50749115956109,53.36538478416885,52.22186669247195,52.6480399345701,51.79628181486678,52.445431231045156,51.332504074307444,215646649898.42572,51.10281585220328,0.04386248328650744,-0.31697490630502045,-0.3608373895915279
1704326400,52.6190248289974,52.776052397132304,52.6190248289974,52.766505889731505,51.86636757192106,52.42263509031177,51.3480536648369,194506054738.2716,51.11936998192993,0.09335697065596726,-0.24414117627156884,-0.3374981469275361
1704412800,52.760889341413694,53.15152394614282,52.6554789815434,53.15152394614282,52.00795805537266,52.426272975603865,51.36392739017709,161638472294.1885,51.13959041938478,0.14713308887532373,-0.15358178583338145,-0.30071487470870517
1704499200,53.10903227393634,53.66428856231933,53.06568852379826,53.53451135792814,52.21382494596486,52.45103419201987,51.37783718938086,127049852131.34589,51.16342047847476,0.20030888031694938,-0.050328774312518476,-0.25063765462946785
1704585600,53.52570952559792,53.993162276770775,53.453585886565925,53.95457771205496,52.47524461228917,52.47311507096439,51.3908825922193,88522224282.57433,51.191193187266606,0.2522305827288645,0.06465057378161276,-0.18758000894725174
1704672000,53.952639330189534,54.515438588302835,53.952639330189534,54.515438588302835,52.79856142155258,52.51941731629553,51.40629490739401,147389589547.1829,51.22427025593363,0.30905471795676454,0.19873838849870396,-0.1103163294580606
1704758400,54.49442587585233,54.56338571426726,54.23961388868966,54.23961388868966,53.08405742927054,52.53449980599019,51.41894672834896,178046604942.2677,51.25427367516504,0.3118730710127882,0.2795250093079247,-0.03234806170486354
1704844800,54.227668804825605,54.227668804825605,52.914221607617264,52.914221607617264,53.21600799316478,52.52251634190911,51.42448616786155,200950546372.96713,51.27079057001531,0.2130021304632843,0.23390460137424185,0.020902470910957538
1704931200,52.91472123291201,53.0821484695838,52.49501140395125,52.49501140395125,53.27343660446983,52.510058977208395,51.42940234941056,274778497890.27704,51.28297187184552,0.11292223704320196,0.16205526721496,0.04913303017175803
1705017600,52.482375461318554,52.482375461318554,51.337792223995535,51.441607826803285,53.16610521557895,52.46001280960347,51.428035414023114,221256211690.6189,51.28455033905903,-0.023399163351892724,0.019884075981892124,0.04328323933378485
1705104000,51.422366900302954,51.61929613032804,51.033306157376614,51.033306157376614,53.004631837859606,52.40045682636344,51.424272961806146,217644826919.53174,51.28205039695274,-0.13406761703357928,-0.12430128195818924,0.009766335075390029
1705190400,51.0330512468846,51.12935940025375,50.81904220248534,51.049110930450404,52.8328923419315,52.34962995692653,51.41936529101889,93451069224.12935,51.2797325913159,-0.1954848278938069,-0.2345896997918686,-0.03910487189806171
1705276800,51.04208266337361,51.16281399936522,51.04208266337361,51.13020993347479,52.630760940664686,52.319359498018926,51.41492041877146,118344827527.0911,51.27824480367569,-0.21820024754675243,-0.31185518133150225,-0.09365493378474982
1705363200,51.12196201977266,51.1474504904195,51.08283835242128,51.08283835242128,52.38559364011401,52.29970929303969,51.414427684945025,116747542463.25227,51.27630046087714,-0.22316872445921807,-0.3726158393587724,-0.14944711489955434
1705449600,51.08079169085442,51.17251561743822,50.88983669982322,51.17251561743822,52.10738743065233,52.291316021471005,51.41432971882564,132287180798.66287,51.275267775867796,-0.2074985218570396,-0.40882026722085385,-0.20132174536381425
1705536000,51.1813938359079,51.1813938359079,51.011677797527014,51.011677797527014,51.75701135157475,52.27778638656391,51.413881552610285,115722264697.59154,51.27264499001366,-0.19522820905418647,-0.4453570066815473,-0.25012879762736084
1705622400,51.00641582713396,51.21011933846932,51.00641582713396,51.13738186979377,51.446788149685155,52.2654227894781,51.41276341089356,140035813723.64618,51.27129908831993,-0.16700071265985972,-0.4588796884521855,-0.2918789757923258
1705708800,51.12749271754321,51.38828399623979,51.018444733433824,51.13583314743142,51.26894930366657,52.24247864841593,51.41209455398485,122166868495.113,51.26995116851009,-0.1379916423997115,-0.4643685287919652,-0.3263768863922537
1705795200,51.12420477690749,51.27829622334098,51.015481357822644,51.24253683394524,51.14370184666597,52.20856922556815,51.41147076240701,61698087909.171524,51.26967838906168,-0.1027904734773471,-0.45486497823893757,-0.35207450476159047
1705881600,51.25497238297033,51.28462443653302,51.17054946765147,51.1835770927455,51.117898773260194,52.14200199441982,51.40986733454896,99270395420.42192,51.2688216597451,-0.07589149317174015,-0.44693887122626563,-0.3710473780545255
1705968000,51.18146152876625,51.88778243301696,51.1499491016347,51.77188103437167,51.1917562609597,52.098194049409905,51.41091569929995,167722881554.4223,51.27382722566178,-0.014126424670901305,-0.3887054088931521,-0.3745789842222508
1706054400,51.74497802180027,51.914091872234756,51.7424138113949,51.7424138113949,51.261086549054156,52.04698944549308,51.41194057520432,141489592788.669,51.27848977875365,0.026861689970016922,-0.3410018717597296,-0.36786356172974655
1706140800,51.740876913098035,52.06200253874144,51.713358784821075,51.87709142853739,51.33577469856041,51.983267819612806,51.41380736644415,105030237491.7164,51.28444601407488,0.06309266474802194,-0.28899773079471913,-0.3520903955427411
1706227200,51.856501287079396,52.35988653525755,51.856501287079396,52.310928118446384,51.45858367516293,51.92208865763871,51.41800599823887,114794602987.18988,51.294659766357185,0.11339050104287679,-0.21035226923914507,-0.32374277028202186
1706313600,52.31518555807339,52.3792906087585,52.234180661334136,52.3792906087585,51.57926117429495,51.84332430247389,51.421899684662186,104271570108.10179,51.30545211304774,0.14628632843197625,-0.14088485974205156,-0.2871711881740278
1706400000,52.376752671225965,52.39757229965545,52.313709125251165,52.39757229965545,51.7178506245078,51.737430988041524,51.426479817914206,80240871008.93828,51.31631898057618,0.16302100438839456,-0.0833949326885346,-0.24641593707692916
1706486400,52.37812207189897,52.507086986743964,52.37812207189897,52.507086986743964,51.854821136202816,51.65080464294424,51.43830895455139,82551057250.11954,51.328167418448494,0.1741996431892321,-0.028666383090389047,-0.20286602627962114
1706572800,52.50752728723176,52.51961225682592,52.26815438118702,52.3845210497813,51.9796899264378,51.62431961505244,51.45004707267497,125971100534.31285,51.33867839985479,0.1661019833534331,0.004761452912170228,-0.16134053044126287
1706659200,52.37003820357009,52.78945661531934,52.37003820357009,52.73123621364355,52.128559864407634,51.636130855537054,51.46366359430249,125635029887.49693,51.35253469650941,0.17591664919487288,0.05855528105232821,-0.11736136814254465
1706745600,52.705549329731895,52.772027288765145,52.705549329731895,52.772027288765145,52.2874048840096,51.702651828635155,51.47696061972763,134601470085.5059,51.36665900090996,0.176519602473256,0.10328813494902533,-0.07323146752423065
1706832000,52.771572585188274,52.771572585188274,52.54333774564992,52.648580275305804,52.37507480810301,51.78341553453161,51.489808128604444,106266298486.22739,51.37941443647609,0.1604336099670547,0.1273105449345877,-0.03312306503246698
1706918400,52.63296331567968,52.716952153087895,52.445868631769535,52.65497659861569,52.466331086825086,51.86370881793988,51.50307081811966,84845334864.13864,51.3921065972934,0.14265120163511594,0.14519093701142793,0.0025397353763120037
1707004800,52.653712233133376,52.653712233133376,52.494886734829606,52.582133892649395,52.5368353332363,51.93630501589861,51.51642518987166,65237065954.20517,51.403947664908884,0.11935571528194189,0.15173437947873936,0.032378664196797476
1707091200,52.56279024370563,52.64308143114261,52.556639667924934,52.556639667924934,52.56140648818415,52.009995081673786,51.53023239943623,82719922556.00536,51.415417237078195,0.09657555995959877,0.15309811414629593,0.05652255418669717
1707177600,52.57614212838312,52.711513003174936,52.37534843690666,52.50258316216095,52.57373574352439,52.07649845890992,51.54343054865659,97717784825.06104,51.42623480847205,0.07326968424255433,0.14810965948989008,0.07483997524733575
1707264000,52.4971178031665,52.71930626711926,52.4971178031665,52.71930626711926,52.605909140270775,52.16187988238953,51.55646949185367,91119610259.07523,51.43910119114516,0.06796955541765924,0.1598019195194098,0.09183236410175057
1707350400,52.69990695849241,53.098238428322716,52.69990695849241,53.098238428322716,52.66502428442865,52.25992271031598,51.571230688814424,128466962634.44962,51.45561001937578,0.08442980808053244,0.1973696242024161,0.11293981612188367
